,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
12,,,361403,[],CHEMBL689340,Inhibition against DNA-Dependent GTPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(O)cc(Nc2cc(Cl)cc(Cl)c2)n1,,,CHEMBL1128737,J Med Chem,1995.0,"{'bei': '22.55', 'le': '0.49', 'lle': '3.30', 'sei': '7.27'}",CHEMBL301283,,CHEMBL301283,6.11,0,http://www.openphacts.org/units/Nanomolar,89052,=,1,1,=,,IC50,nM,,770.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,IC50,uM,UO_0000065,,0.77
13,,,361404,[],CHEMBL689341,Inhibition against the primase activity of HSV-1 helicase-primase at a concentration 200 micro/mL,B,,,BAO_0000201,BAO_0000357,single protein format,Nc1nc(O)cc(Nc2cc(Cl)cc(Cl)c2)n1,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL301283,,CHEMBL301283,,0,http://qudt.org/vocab/unit#Percent,89052,=,1,1,=,,Inhibition,%,,34.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,34.0
14,,,362746,[],CHEMBL857450,Inhibition against DNA-Dependent ATPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000201,BAO_0000219,cell-based format,Oc1[nH]c(Nc2cccc(Cl)c2)nc2ncnc1-2,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL52562,,CHEMBL52562,,0,http://qudt.org/vocab/unit#Percent,89063,=,1,1,=,,Inhibition,%,,60.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,60.0
15,,,365871,[],CHEMBL857450,Inhibition against DNA-Dependent ATPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000201,BAO_0000219,cell-based format,Oc1[nH]c(Nc2ccc3c(c2)CCC3)nc2ncnc1-2,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL15985,,CHEMBL15985,,0,http://qudt.org/vocab/unit#Percent,89058,=,1,1,=,,Inhibition,%,,0.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,0.0
16,,,368663,[],CHEMBL857450,Inhibition against DNA-Dependent ATPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000201,BAO_0000219,cell-based format,Oc1ccc(Nc2nc(O)c3[nH]cnc3n2)cc1,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL53890,,CHEMBL53890,,0,http://qudt.org/vocab/unit#Percent,89038,=,1,1,=,,Inhibition,%,,17.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,17.0
17,,,368664,[],CHEMBL689340,Inhibition against DNA-Dependent GTPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Oc1cc(Nc2ccc(Cl)c(Cl)c2)nc(O)n1,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL52034,,CHEMBL52034,,0,http://www.openphacts.org/units/Nanomolar,89056,>,1,1,>,,IC50,nM,,2000.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,IC50,uM,UO_0000065,,2.0
18,,,368665,[],CHEMBL689341,Inhibition against the primase activity of HSV-1 helicase-primase at a concentration 200 micro/mL,B,,,BAO_0000201,BAO_0000357,single protein format,Oc1cc(Nc2ccc(Cl)c(Cl)c2)nc(O)n1,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL52034,,CHEMBL52034,,0,http://qudt.org/vocab/unit#Percent,89056,=,1,1,=,,Inhibition,%,,30.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,30.0
19,,,371466,[],CHEMBL857450,Inhibition against DNA-Dependent ATPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000201,BAO_0000219,cell-based format,Oc1[nH]c(Nc2ccc(F)c(Cl)c2)nc2ncnc1-2,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL296595,,CHEMBL296595,,0,http://qudt.org/vocab/unit#Percent,89060,=,1,1,=,,Inhibition,%,,96.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,96.0
20,,,371467,[],CHEMBL857450,Inhibition against DNA-Dependent ATPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000201,BAO_0000219,cell-based format,Oc1[nH]c(Nc2cc(Cl)cc(Cl)c2)nc2ncnc1-2,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL53307,,CHEMBL53307,,0,http://qudt.org/vocab/unit#Percent,89059,=,1,1,=,,Inhibition,%,,70.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,70.0
21,,,371468,[],CHEMBL689340,Inhibition against DNA-Dependent GTPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Oc1[nH]c(Nc2cc(Cl)cc(Cl)c2)nc2ncnc1-2,,,CHEMBL1128737,J Med Chem,1995.0,"{'bei': '20.40', 'le': '0.43', 'lle': '2.98', 'sei': '6.97'}",CHEMBL53307,,CHEMBL53307,6.04,0,http://www.openphacts.org/units/Nanomolar,89059,=,1,1,=,,IC50,nM,,910.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,IC50,uM,UO_0000065,,0.91
22,,,374340,[],CHEMBL689340,Inhibition against DNA-Dependent GTPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1[nH]c(Nc2cc(Cl)cc(Cl)c2)nc2ncnc1-2,,,CHEMBL1128737,J Med Chem,1995.0,"{'bei': '20.45', 'le': '0.43', 'lle': '3.10', 'sei': '6.52'}",CHEMBL51501,,CHEMBL51501,6.04,0,http://www.openphacts.org/units/Nanomolar,89054,=,1,1,=,,IC50,nM,,920.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,IC50,uM,UO_0000065,,0.92
23,,,374341,[],CHEMBL689341,Inhibition against the primase activity of HSV-1 helicase-primase at a concentration 200 micro/mL,B,,,BAO_0000201,BAO_0000357,single protein format,Nc1[nH]c(Nc2cc(Cl)cc(Cl)c2)nc2ncnc1-2,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL51501,,CHEMBL51501,,0,http://qudt.org/vocab/unit#Percent,89054,=,1,1,=,,Inhibition,%,,93.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,93.0
24,,,375725,[],CHEMBL857450,Inhibition against DNA-Dependent ATPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000201,BAO_0000219,cell-based format,Cc1ccc(Nc2nc(O)c3[nH]cnc3n2)cc1,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL36877,,CHEMBL36877,,0,http://qudt.org/vocab/unit#Percent,89037,=,1,1,=,,Inhibition,%,,0.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,0.0
25,,,377157,[],CHEMBL857450,Inhibition against DNA-Dependent ATPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000201,BAO_0000219,cell-based format,CCc1cccc(Nc2nc(O)c3[nH]cnc3n2)c1,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL35886,,CHEMBL35886,,0,http://qudt.org/vocab/unit#Percent,89039,=,1,1,=,,Inhibition,%,,42.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,42.0
26,,,378526,[],CHEMBL689341,Inhibition against the primase activity of HSV-1 helicase-primase at a concentration 200 micro/mL,B,,,BAO_0000201,BAO_0000357,single protein format,Nc1nc(Cl)cc(Nc2cc(Cl)cc(Cl)c2)n1,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL52943,,CHEMBL52943,,0,http://qudt.org/vocab/unit#Percent,89050,=,1,1,=,,Inhibition,%,,92.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,92.0
27,,,379946,[],CHEMBL689340,Inhibition against DNA-Dependent GTPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(O)cc(Nc2ccc(Cl)c(Cl)c2)n1,,,CHEMBL1128737,J Med Chem,1995.0,"{'bei': '22.39', 'le': '0.49', 'lle': '3.26', 'sei': '7.22'}",CHEMBL54127,,CHEMBL54127,6.07,0,http://www.openphacts.org/units/Nanomolar,89055,=,1,1,=,,IC50,nM,,850.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,IC50,uM,UO_0000065,,0.85
28,,,379947,[],CHEMBL689341,Inhibition against the primase activity of HSV-1 helicase-primase at a concentration 200 micro/mL,B,,,BAO_0000201,BAO_0000357,single protein format,Nc1nc(O)cc(Nc2ccc(Cl)c(Cl)c2)n1,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL54127,,CHEMBL54127,,0,http://qudt.org/vocab/unit#Percent,89055,=,1,1,=,,Inhibition,%,,44.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,44.0
29,,,382821,[],CHEMBL857450,Inhibition against DNA-Dependent ATPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000201,BAO_0000219,cell-based format,Oc1[nH]c(Nc2ccc(F)c(F)c2)nc2ncnc1-2,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL299415,,CHEMBL299415,,0,http://qudt.org/vocab/unit#Percent,89040,=,1,1,=,,Inhibition,%,,73.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,73.0
30,,,385637,[],CHEMBL857450,Inhibition against DNA-Dependent ATPase activity of HSV-1 helicase-primase in HSV-1-infected CV-1 cells,B,,,BAO_0000201,BAO_0000219,cell-based format,Oc1[nH]c(Nc2ccc(Br)cc2)nc2ncnc1-2,,,CHEMBL1128737,J Med Chem,1995.0,,CHEMBL53835,,CHEMBL53835,,0,http://qudt.org/vocab/unit#Percent,89035,=,1,1,=,,Inhibition,%,,40.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,Inhibition,%,UO_0000187,,40.0
31,,,852166,[],CHEMBL695117,Inhibitory concentration against herpes simplex virus helicase primase 8 (HSV),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CS(=O)(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1139458,J Med Chem,2004.0,,CHEMBL178590,,CHEMBL178590,,0,http://www.openphacts.org/units/Nanomolar,350298,>,1,1,>,,IC50,nM,,80000.0,CHEMBL4380,Herpes simplex virus (type 1 / strain 17),DNA helicase/primase complex protein,10299,,,IC50,uM,UO_0000065,,80.0
32,,,852167,[],CHEMBL695720,Binding affinity for human papillomavirus (HPV6) E1 helicase,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(O)CS(=O)(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1139458,J Med Chem,2004.0,"{'bei': '20.63', 'le': '0.41', 'lle': '3.49', 'sei': '7.98'}",CHEMBL178590,,CHEMBL178590,5.70,0,http://www.openphacts.org/units/Nanomolar,350298,=,1,1,=,,Ki,nM,,2000.0,CHEMBL4953,Human papillomavirus type 11,Replication protein E1,10580,,,Ki,uM,UO_0000065,,2.0
33,,,1229851,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(CCCCCCC(=O)Nc1nc2ccccc2[nH]1)Nc1nc2ccccc2[nH]1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL44518,,CHEMBL44518,,0,http://qudt.org/vocab/unit#Percent,71436,=,1,1,=,,Inhibition,%,,6.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,6.0
34,,,1233332,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(CCCCCCCC(=O)Nc1nc2ccccc2[nH]1)Nc1nc2ccccc2[nH]1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL43565,,CHEMBL43565,,0,http://qudt.org/vocab/unit#Percent,71441,=,1,1,=,,Inhibition,%,,6.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,6.0
35,,,1234790,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(/C=C/C(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL43227,,CHEMBL43227,,0,http://qudt.org/vocab/unit#Percent,71443,=,1,1,=,,Inhibition,%,,75.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,75.0
36,,,1234791,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(NCCCCCCNC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL43501,,CHEMBL43501,,0,http://qudt.org/vocab/unit#Percent,71440,=,1,1,=,,Inhibition,%,,28.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,28.0
37,,,1236208,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(CCCCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL298210,,CHEMBL298210,,0,http://qudt.org/vocab/unit#Percent,71444,=,1,1,=,,Inhibition,%,,75.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,75.0
38,,,1239940,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL440665,,CHEMBL440665,,0,http://qudt.org/vocab/unit#Percent,71435,=,1,1,=,,Inhibition,%,,75.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,75.0
39,,,1242749,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(CCC(=O)Nc1nc2ccccc2[nH]1)Nc1nc2ccccc2[nH]1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL46686,,CHEMBL46686,,1,http://qudt.org/vocab/unit#Percent,71445,=,1,1,=,,Inhibition,%,,6.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,6.0
40,,,1255281,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(NCCCCNC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL46815,,CHEMBL46815,,0,http://qudt.org/vocab/unit#Percent,71437,=,1,1,=,,Inhibition,%,,20.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,20.0
41,,,1256742,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(CCCCCCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL290928,,CHEMBL290928,,0,http://qudt.org/vocab/unit#Percent,71446,=,1,1,=,,Inhibition,%,,75.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,75.0
42,,,1259202,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(CCCCC(=O)Nc1nc2ccccc2[nH]1)Nc1nc2ccccc2[nH]1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL42325,,CHEMBL42325,,0,http://qudt.org/vocab/unit#Percent,71442,=,1,1,=,,Inhibition,%,,6.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,6.0
43,,,1261557,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(CCCCC(=O)Nc1nccs1)Nc1nccs1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL295587,,CHEMBL295587,,1,http://qudt.org/vocab/unit#Percent,71438,=,1,1,=,,Inhibition,%,,10.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,10.0
44,,,1262836,[],CHEMBL695718,Inhibitory activity against hepatitis C virus helicase at 25 ug/mL,B,,,BAO_0000201,BAO_0000357,single protein format,Cc1ccc2nc(-c3ccc(NC(=O)CCC(=O)Nc4ccc(-c5nc6ccc(C)cc6s5)cc4)cc3)sc2c1,,,CHEMBL1134109,Bioorg Med Chem Lett,2001.0,,CHEMBL288293,,CHEMBL288293,,0,http://qudt.org/vocab/unit#Percent,71439,=,1,1,=,,Inhibition,%,,14.0,CHEMBL1293269,Hepatitis C virus,NS3,11103,,,Inhibition,%,UO_0000187,,14.0
